Situation familiale;Sexe du membre;Nombre de 2rm conduits par le membre;Nombre d'enfants à charge;Département d'habitation en France;Tranche_âge;Année de mise en circulation du 2rm 1;Cylindrée du 2rm 1;Segment du 2rm 1;Votre catégorie socioprofessionnelle :;Aviez-vous l’intention de changer de 2-roues motorisé en 2020 ?
Seul(e) sans enfant;Homme;2;0;1;Moins de 30 ans;2010;1000;Roadster;Retraité;True
En couple avec enfant(s);Homme;2;0;84;50-59 ans;2004;1200;Routière / GT;Retraité;True
Seul(e) sans enfant;Homme;2;0;77;40-49 ans;2003;125;Roadster;Profession libérale et artistique;True
En couple avec enfant(s);Homme;1;0;77;60-69 ans;1994;750;Sportive;Retraité;True
En couple sans enfant;Homme;1;3;95;50-59 ans;2013;2300;Custom;Ouvrier;True
Autre;Homme;1;0;12;50-59 ans;2006;600;Roadster;Employé;True
En couple sans enfant;Homme;2;0;55;30-39 ans;2013;1200;Scooter;Cadre;True
En couple avec enfant(s);Homme;1;0;94;Moins de 30 ans;2010;1000;Roadster;Retraité;True
En couple avec enfant(s);Homme;2;0;94;60-69 ans;2013;944;Routière / GT;Cadre;True
Seul(e) sans enfant;Homme;1;2;69;40-49 ans;1999;800;Roadster;Cadre;True
En couple avec enfant(s);Homme;1;3;85;30-39 ans;2012;939;Routière / GT;Profession libérale et artistique;True
Seul(e) sans enfant;Homme;1;2;73;30-39 ans;2003;650;Roadster;Cadre;True
Seul(e) avec enfants;Homme;1;0;13;40-49 ans;2012;1100;Routière / GT;Retraité;True
Seul(e) sans enfant;Homme;2;2;29;40-49 ans;2014;800;Roadster;Profession intermédiaire;True
Seul(e) sans enfant;Homme;1;1;29;50-59 ans;2015;1100;Roadster;Retraité;True
En couple avec enfant(s);Homme;1;2;60;50-59 ans;2011;1300;Trail / Supermotard;Cadre;True
Autre;Homme;1;0;59;40-49 ans;1995;650;Routière / GT;Cadre;True
En couple sans enfant;Homme;2;0;34;60-69 ans;2014;1000;Roadster;Profession intermédiaire;True
Seul(e) sans enfant;Homme;2;0;17;50-59 ans;2011;900;Roadster;Cadre;True
En couple avec enfant(s);Femme;1;0;38;60-69 ans;2012;1000;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;1;0;67;50-59 ans;2009;1050;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;2;0;27;50-59 ans;2019;1000;Routière / GT;Cadre;True
En couple sans enfant;Homme;2;0;75;60-69 ans;2017;1300;Roadster;Profession intermédiaire;True
En couple avec enfant(s);Homme;3;0;95;60-69 ans;2002;660;Routière / GT;Cadre;True
En couple sans enfant;Homme;1;2;13;40-49 ans;2018;650;Routière / GT;Employé;True
En couple avec enfant(s);Homme;1;0;44;50-59 ans;1978;750;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;1;3;4;60-69 ans;2007;650;Routière / GT;Employé;True
En couple sans enfant;Femme;1;3;31;70 et plus;2015;400;Custom;Profession intermédiaire;True
En couple avec enfant(s);Homme;2;1;91;30-39 ans;2006;1200;Roadster;Employé;True
En couple sans enfant;Homme;1;0;44;40-49 ans;2018;1200;Custom;Employé;True
En couple avec enfant(s);Homme;2;0;47;60-69 ans;2007;1050;Routière / GT;Cadre;True
En couple avec enfant(s);Femme;1;1;18;Moins de 30 ans;2009;675;Routière / GT;Ouvrier;True
Seul(e) sans enfant;Homme;1;1;27;50-59 ans;2007;990;Roadster;Employé;True
En couple sans enfant;Homme;2;1;69;60-69 ans;2010;530;Trail / Supermotard;Employé;True
En couple sans enfant;Homme;2;0;77;60-69 ans;2019;600;Roadster;Retraité;True
En couple sans enfant;Homme;1;0;31;50-59 ans;2001;1300;Roadster;Retraité;True
En couple avec enfant(s);Homme;1;2;95;40-49 ans;2003;660;Trail / Supermotard;Retraité;True
En couple avec enfant(s);Homme;1;2;59;40-49 ans;2006;900;Sportive;Cadre;True
En couple avec enfant(s);Homme;1;3;59;30-39 ans;2002;1200;Routière / GT;Employé;True
Seul(e) sans enfant;Homme;2;0;84;30-39 ans;2002;1200;Roadster;Retraité;True
En couple avec enfant(s);Homme;1;2;6;50-59 ans;1980;1100;Roadster;Cadre;True
En couple sans enfant;Homme;2;0;77;50-59 ans;2017;1150;Routière / GT;Employé;True
En couple sans enfant;Homme;4;2;69;30-39 ans;2008;1200;Roadster;Employé;True
En couple sans enfant;Homme;1;0;46;30-39 ans;2010;750;Roadster;Ouvrier;True
En couple sans enfant;Homme;1;0;75;60-69 ans;2016;700;Roadster;Employé;True
En couple avec enfant(s);Homme;1;3;77;Moins de 30 ans;2007;600;Routière / GT;Retraité;True
En couple sans enfant;Homme;1;2;4;40-49 ans;2010;1100;Routière / GT;Employé;True
En couple avec enfant(s);Homme;5;0;1;40-49 ans;2009;1290;Scooter;Cadre;True
En couple avec enfant(s);Homme;1;2;13;60-69 ans;1996;1200;Trail / Supermotard;Cadre;True
Autre;Femme;5;1;77;30-39 ans;2015;1000;Roadster;Employé;True
En couple avec enfant(s);Homme;1;0;11;30-39 ans;2010;900;Sportive;Cadre;True
En couple sans enfant;Homme;1;1;87;50-59 ans;2005;125;Sportive;Cadre;True
Seul(e) sans enfant;Homme;1;2;6;60-69 ans;2018;900;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;1;0;69;40-49 ans;2015;1200;Trail / Supermotard;Cadre;True
En couple avec enfant(s);Homme;2;2;54;60-69 ans;1994;1200;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;1;2;60;30-39 ans;1987;660;Routière / GT;Employé;True
En couple sans enfant;Homme;1;2;91;60-69 ans;2005;1200;Roadster;Cadre;True
En couple sans enfant;Homme;4;0;57;Moins de 30 ans;2007;500;Roadster;Profession intermédiaire;True
Autre;Homme;1;0;69;40-49 ans;2008;1800;Routière / GT;Retraité;True
Seul(e) sans enfant;Homme;1;0;34;60-69 ans;1996;1800;Trail / Supermotard;Profession libérale et artistique;True
Seul(e) avec enfants;Homme;6;2;57;50-59 ans;2017;1300;Roadster;Cadre;True
Seul(e) sans enfant;Homme;1;0;13;60-69 ans;2017;800;Trail / Supermotard;Ouvrier;True
En couple avec enfant(s);Homme;1;1;25;60-69 ans;1998;1250;Roadster;Employé;True
En couple avec enfant(s);Homme;5;1;64;70 et plus;2005;900;Roadster;Employé;True
En couple avec enfant(s);Homme;1;2;6;30-39 ans;2006;650;Roadster;Employé;True
En couple avec enfant(s);Homme;1;0;6;60-69 ans;2014;750;Roadster;Profession intermédiaire;True
Seul(e) sans enfant;Homme;1;0;2;40-49 ans;2002;1200;Trail / Supermotard;Cadre;True
En couple avec enfant(s);Homme;1;0;59;Moins de 30 ans;2005;1300;Roadster;Employé;True
En couple sans enfant;Homme;1;1;6;60-69 ans;2010;1100;Routière / GT;Employé;True
En couple sans enfant;Homme;2;2;33;60-69 ans;2012;1250;Roadster;Cadre;True
En couple avec enfant(s);Homme;2;2;80;50-59 ans;2018;1100;Roadster;Cadre;True
Seul(e) sans enfant;Homme;1;0;94;50-59 ans;2010;1200;Routière / GT;Cadre;True
En couple sans enfant;Homme;1;0;31;40-49 ans;2014;300;Roadster;Ouvrier;True
Seul(e) avec enfants;Homme;2;3;26;60-69 ans;1989;600;Sportive;Retraité;True
En couple avec enfant(s);Homme;1;1;77;40-49 ans;2016;1400;Routière / GT;Cadre;True
En couple sans enfant;Homme;1;0;59;50-59 ans;2008;999;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;2;0;66;40-49 ans;2012;800;Roadster;Profession intermédiaire;True
Seul(e) sans enfant;Homme;1;0;28;40-49 ans;2004;900;Trail / Supermotard;Retraité;True
En couple sans enfant;Homme;1;0;68;50-59 ans;2016;50;Roadster;Retraité;True
En couple avec enfant(s);Homme;2;0;1;40-49 ans;2005;750;Routière / GT;Retraité;True
En couple sans enfant;Homme;3;2;78;30-39 ans;2005;500;Trail / Supermotard;Cadre;True
Seul(e) avec enfants;Homme;2;3;21;40-49 ans;1976;300;Sportive;Cadre;True
En couple avec enfant(s);Homme;1;0;67;70 et plus;2014;1000;Custom;Employé;True
En couple avec enfant(s);Homme;1;0;74;60-69 ans;1986;500;Routière / GT;Cadre;True
En couple sans enfant;Homme;1;0;92;60-69 ans;2004;650;Roadster;Retraité;True
Seul(e) avec enfants;Femme;2;2;76;40-49 ans;2010;125;Custom;Ouvrier;True
Seul(e) sans enfant;Homme;1;0;13;50-59 ans;1991;650;Roadster;Autre sans activité professionnelle (personne au foyer...);True
En couple sans enfant;Homme;1;0;76;40-49 ans;2015;650;Roadster;Cadre;True
Seul(e) sans enfant;Homme;3;0;67;60-69 ans;1971;1150;Routière / GT;Profession intermédiaire;True
En couple avec enfant(s);Homme;1;0;33;50-59 ans;2003;1300;Roadster;Profession intermédiaire;True
En couple sans enfant;Homme;1;1;64;50-59 ans;2012;1300;0;Profession libérale et artistique;True
Seul(e) avec enfants;Homme;1;0;89;40-49 ans;2006;650;Roadster;Retraité;True
En couple sans enfant;Homme;1;2;65;50-59 ans;2010;1200;Trail / Supermotard;Retraité;True
En couple avec enfant(s);Homme;3;0;31;60-69 ans;2010;750;Roadster;Profession intermédiaire;True
En couple sans enfant;Homme;2;2;6;30-39 ans;2010;1190;Routière / GT;Employé;True
En couple avec enfant(s);Homme;4;0;85;50-59 ans;2008;1800;Trail / Supermotard;Cadre;True
En couple avec enfant(s);Homme;1;0;59;40-49 ans;2006;1200;Routière / GT;Retraité;True
En couple avec enfant(s);Homme;2;1;91;40-49 ans;2018;650;Routière / GT;Profession intermédiaire;True
En couple sans enfant;Homme;2;0;63;50-59 ans;2010;1100;Trail / Supermotard;Cadre;True
En couple sans enfant;Homme;1;1;13;60-69 ans;2002;1000;Trail / Supermotard;Employé;True
En couple avec enfant(s);Homme;1;3;63;60-69 ans;2014;1200;Routière / GT;Cadre;True
En couple sans enfant;Homme;2;0;63;40-49 ans;2012;1400;Custom;Employé;True
En couple sans enfant;Homme;1;1;69;50-59 ans;2006;650;Routière / GT;Cadre;True
En couple sans enfant;Homme;1;0;92;40-49 ans;2016;1800;Routière / GT;Retraité;True
En couple sans enfant;Homme;1;0;77;40-49 ans;2015;1000;Trail / Supermotard;Profession intermédiaire;True
En couple avec enfant(s);Homme;1;1;79;50-59 ans;2002;1300;Trail / Supermotard;Cadre;True
En couple avec enfant(s);Homme;1;0;7;40-49 ans;2012;821;Routière / GT;Retraité;True
En couple avec enfant(s);Homme;3;2;78;50-59 ans;2014;1200;Routière / GT;Employé;True
En couple avec enfant(s);Homme;1;2;69;60-69 ans;2005;944;Roadster;Retraité;True
En couple sans enfant;Homme;2;2;1;50-59 ans;2012;1690;Routière / GT;Employé;True
En couple avec enfant(s);Homme;3;2;42;60-69 ans;2012;750;Scooter;Cadre;True
Seul(e) avec enfants;Homme;1;0;77;50-59 ans;2006;850;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;2;1;4;Moins de 30 ans;2008;1290;Tout terrain (Trial,  Enduro, Cross);Employé;True
En couple avec enfant(s);Homme;1;0;88;60-69 ans;2016;1200;Trail / Supermotard;Cadre;True
En couple avec enfant(s);Homme;2;3;60;40-49 ans;2001;955;Scooter;Retraité;True
En couple sans enfant;Homme;1;1;95;50-59 ans;2007;1200;Routière / GT;Employé;True
En couple sans enfant;Homme;1;0;62;30-39 ans;2011;650;Trail / Supermotard;Retraité;True
En couple avec enfant(s);Homme;2;0;85;40-49 ans;1997;1050;Routière / GT;Retraité;True
En couple avec enfant(s);Homme;3;1;47;30-39 ans;2001;1300;Roadster;Cadre;True
En couple sans enfant;Homme;1;1;56;60-69 ans;1995;900;Custom;Retraité;True
En couple sans enfant;Homme;1;2;84;60-69 ans;2000;800;Trail / Supermotard;Profession intermédiaire;True
En couple sans enfant;Homme;1;1;27;40-49 ans;1988;125;Roadster;Cadre;True
En couple avec enfant(s);Homme;1;1;31;40-49 ans;2010;1000;Roadster;Employé;True
En couple avec enfant(s);Homme;3;1;27;60-69 ans;2008;1000;Roadster;Employé;True
En couple avec enfant(s);Femme;2;1;92;40-49 ans;2010;675;Routière / GT;Cadre;True
En couple sans enfant;Homme;1;0;65;60-69 ans;2017;1200;Routière / GT;Cadre;True
En couple sans enfant;Homme;3;2;0;60-69 ans;2009;1000;Sportive;Employé;True
En couple sans enfant;Homme;3;1;33;Moins de 30 ans;1995;1190;Roadster;Retraité;True
En couple sans enfant;Homme;1;0;51;50-59 ans;1996;1200;0;Cadre;True
En couple sans enfant;Homme;1;2;56;50-59 ans;2017;1100;Roadster;Profession intermédiaire;True
En couple avec enfant(s);Homme;2;0;31;60-69 ans;1992;650;Custom;Artisan, commerçant assimilé;True
En couple sans enfant;Homme;1;2;37;70 et plus;2007;650;Roadster;Cadre;True
Seul(e) sans enfant;Homme;1;0;92;50-59 ans;2017;1000;Trail / Supermotard;Employé;True
En couple avec enfant(s);Homme;7;0;62;40-49 ans;2019;1000;Trail / Supermotard;Cadre;True
En couple avec enfant(s);Homme;1;0;44;60-69 ans;2011;600;Roadster;Profession intermédiaire;True
En couple sans enfant;Homme;2;0;8;50-59 ans;2007;1000;Routière / GT;Retraité;True
En couple avec enfant(s);Homme;3;3;74;50-59 ans;2006;1000;Roadster;Cadre;True
Seul(e) sans enfant;Homme;1;0;31;50-59 ans;2011;600;Trail / Supermotard;Employé;True
En couple sans enfant;Homme;1;2;76;50-59 ans;2009;1800;Sportive;Chef d'entreprise de 10 salariés ou plus;True
En couple avec enfant(s);Homme;1;1;28;50-59 ans;2018;1000;Routière / GT;Retraité;True
En couple avec enfant(s);Homme;3;0;94;60-69 ans;2003;800;Trail / Supermotard;Cadre;True
En couple sans enfant;Homme;4;2;29;30-39 ans;2009;400;Roadster;Cadre;True
Seul(e) avec enfants;Homme;3;0;69;40-49 ans;2007;125;Routière / GT;Employé;True
En couple sans enfant;Homme;1;1;31;40-49 ans;2017;600;Trail / Supermotard;Cadre;True
En couple sans enfant;Homme;1;2;77;50-59 ans;2009;900;Roadster;Retraité;True
Seul(e) sans enfant;Homme;1;1;75;50-59 ans;2015;1800;Trail / Supermotard;Employé;True
Seul(e) sans enfant;Homme;3;0;44;50-59 ans;2016;700;Roadster;Cadre;True
Seul(e) sans enfant;Homme;2;2;86;30-39 ans;1987;1000;Roadster;Cadre;True
Seul(e) sans enfant;Homme;1;0;35;30-39 ans;2012;1000;Roadster;Retraité;True
En couple sans enfant;Homme;1;3;42;40-49 ans;2000;939;Roadster;Profession libérale et artistique;True
Seul(e) sans enfant;Homme;2;3;33;50-59 ans;1996;600;Roadster;Cadre;True
En couple avec enfant(s);Homme;3;0;75;50-59 ans;1995;1200;Trail / Supermotard;Cadre;True
En couple sans enfant;Homme;1;1;97;Moins de 30 ans;2019;1000;Trail / Supermotard;Cadre;True
En couple avec enfant(s);Homme;1;0;35;50-59 ans;1997;750;Routière / GT;Employé;True
En couple sans enfant;Homme;2;2;84;50-59 ans;1996;900;Routière / GT;Cadre;True
Autre;Homme;3;0;75;60-69 ans;2001;1100;Routière / GT;Cadre;True
En couple avec enfant(s);Femme;2;0;6;40-49 ans;1996;1200;Routière / GT;Profession libérale et artistique;True
En couple sans enfant;Homme;2;3;6;60-69 ans;1988;955;Routière / GT;Employé;True
En couple sans enfant;Homme;2;0;13;40-49 ans;2018;1400;Roadster;Cadre;True
En couple avec enfant(s);Homme;1;0;46;60-69 ans;2007;650;Roadster;Employé;True
Seul(e) sans enfant;Homme;1;0;13;50-59 ans;2019;1200;Roadster;Employé;True
Seul(e) avec enfants;Homme;4;0;60;50-59 ans;2012;600;Roadster;Retraité;True
En couple avec enfant(s);Homme;1;0;73;60-69 ans;2017;1000;Roadster;Cadre;True
En couple avec enfant(s);Homme;2;0;54;60-69 ans;2007;1200;Routière / GT;Employé;True
En couple sans enfant;Homme;1;1;92;60-69 ans;2011;1200;Trail / Supermotard;Ouvrier;True
En couple sans enfant;Homme;2;0;38;30-39 ans;2013;1190;Roadster;Autre sans activité professionnelle (personne au foyer...);True
En couple sans enfant;Homme;1;0;34;50-59 ans;2014;1000;Scooter;Retraité;True
Seul(e) avec enfants;Homme;3;0;69;50-59 ans;1992;1000;Roadster;Employé;True
En couple avec enfant(s);Homme;1;0;29;Moins de 30 ans;2016;1000;Routière / GT;Retraité;True
En couple sans enfant;Homme;2;0;24;50-59 ans;2007;700;Roadster;Cadre;True
En couple avec enfant(s);Homme;1;1;77;60-69 ans;2007;600;Roadster;Cadre;True
Seul(e) avec enfants;Homme;1;0;89;30-39 ans;1981;1000;Routière / GT;Retraité;True
Seul(e) sans enfant;Homme;2;0;3;70 et plus;2011;125;Trail / Supermotard;Ouvrier;True
En couple avec enfant(s);Homme;1;1;83;30-39 ans;2009;1200;Routière / GT;Retraité;True
En couple sans enfant;Homme;1;1;91;50-59 ans;2012;900;Custom;Artisan, commerçant assimilé;True
En couple sans enfant;Homme;2;0;33;60-69 ans;2014;1200;Trail / Supermotard;Cadre;True
En couple sans enfant;Homme;1;1;1;50-59 ans;2019;600;Roadster;Cadre;True
En couple sans enfant;Homme;1;0;34;50-59 ans;2008;990;Roadster;Artisan, commerçant assimilé;True
Seul(e) sans enfant;Homme;1;0;13;30-39 ans;2011;600;Routière / GT;Profession libérale et artistique;True
Autre;Homme;1;0;60;30-39 ans;2010;1200;Roadster;Profession libérale et artistique;True
En couple sans enfant;Homme;5;0;94;60-69 ans;2019;675;Roadster;Cadre;True
En couple avec enfant(s);Homme;2;0;31;70 et plus;2007;700;Roadster;Profession intermédiaire;True
En couple avec enfant(s);Homme;1;0;75;50-59 ans;2002;900;Trail / Supermotard;Retraité;True
Autre;Homme;1;1;74;50-59 ans;1981;1200;Scooter;Employé;True
En couple avec enfant(s);Homme;1;3;63;60-69 ans;2017;1200;Routière / GT;Ouvrier;True
En couple avec enfant(s);Homme;1;0;34;70 et plus;2004;1100;Trail / Supermotard;Retraité;True
En couple avec enfant(s);Homme;2;0;83;50-59 ans;2007;1300;Routière / GT;Artisan, commerçant assimilé;True
En couple sans enfant;Homme;4;0;50;50-59 ans;2012;1100;Roadster;Employé;True
Seul(e) sans enfant;Homme;1;2;69;50-59 ans;1995;1200;Scooter;Employé;True
En couple avec enfant(s);Homme;5;0;73;50-59 ans;2016;900;Routière / GT;Retraité;True
En couple avec enfant(s);Homme;1;2;61;30-39 ans;2015;1200;Roadster;Retraité;True
Seul(e) sans enfant;Homme;4;0;86;50-59 ans;2014;1200;Routière / GT;Cadre;True
Seul(e) sans enfant;Homme;2;0;33;40-49 ans;2000;1300;Scooter;Cadre;True
En couple avec enfant(s);Homme;3;2;6;60-69 ans;2017;750;Scooter;Cadre;True
En couple avec enfant(s);Homme;1;0;30;70 et plus;2011;700;Routière / GT;Employé;True
En couple sans enfant;Homme;2;1;85;30-39 ans;2015;1000;Custom;Cadre;True
En couple avec enfant(s);Homme;2;2;33;50-59 ans;2012;700;Roadster;Cadre;True
En couple avec enfant(s);Homme;1;0;5;50-59 ans;2017;1200;Roadster;Retraité;True
En couple sans enfant;Homme;1;2;97;50-59 ans;2014;1200;Sportive;Profession intermédiaire;True
En couple sans enfant;Homme;2;0;31;70 et plus;2005;800;Routière / GT;Profession intermédiaire;True
En couple avec enfant(s);Homme;1;3;49;50-59 ans;2008;1200;Trail / Supermotard;Cadre;True
En couple sans enfant;Homme;1;1;62;60-69 ans;2012;900;Roadster;Profession intermédiaire;True
En couple sans enfant;Homme;3;2;77;60-69 ans;1979;1250;Roadster;Cadre;True
Seul(e) sans enfant;Homme;8;1;93;30-39 ans;2013;1100;Roadster;Profession intermédiaire;True
En couple avec enfant(s);Homme;10;0;8;60-69 ans;2010;800;Routière / GT;Employé;True
En couple sans enfant;Homme;1;3;75;50-59 ans;2010;650;Trail / Supermotard;Employé;True
Seul(e) sans enfant;Homme;1;0;91;40-49 ans;1998;1300;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;4;2;64;Moins de 30 ans;2016;1200;Routière / GT;Employé;True
En couple avec enfant(s);Femme;1;0;75;40-49 ans;2003;900;Routière / GT;Artisan, commerçant assimilé;True
En couple sans enfant;Homme;4;3;75;60-69 ans;1987;1800;Roadster;Cadre;True
En couple avec enfant(s);Homme;3;0;93;40-49 ans;2010;1000;Roadster;Retraité;True
En couple avec enfant(s);Homme;2;2;69;50-59 ans;2003;500;0;Cadre;True
En couple sans enfant;Homme;2;1;93;30-39 ans;1977;1200;Trail / Supermotard;Employé;True
En couple avec enfant(s);Homme;2;2;72;40-49 ans;2018;650;Roadster;Employé;True
En couple avec enfant(s);Homme;2;0;44;60-69 ans;1998;1000;Routière / GT;Profession intermédiaire;True
En couple sans enfant;Homme;2;0;33;50-59 ans;2012;1200;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;2;0;95;50-59 ans;2013;1200;Routière / GT;Employé;True
En couple sans enfant;Homme;3;0;64;40-49 ans;2018;1300;Routière / GT;En recherche d'emploi;True
En couple sans enfant;Homme;1;2;13;60-69 ans;2019;1200;Sportive;Profession libérale et artistique;True
En couple sans enfant;Homme;2;2;21;40-49 ans;2004;1250;Custom;Cadre;True
En couple avec enfant(s);Homme;3;2;75;70 et plus;1991;1300;Routière / GT;Ouvrier;True
En couple avec enfant(s);Femme;1;2;34;50-59 ans;2006;125;Sportive;Employé;True
En couple avec enfant(s);Homme;5;0;95;60-69 ans;2015;400;Trail / Supermotard;Employé;True
En couple avec enfant(s);Homme;1;0;77;60-69 ans;2014;1000;Trail / Supermotard;Retraité;True
En couple sans enfant;Homme;3;2;91;60-69 ans;2018;650;Roadster;Employé;True
En couple sans enfant;Homme;2;2;78;30-39 ans;1991;750;Roadster;Profession intermédiaire;True
En couple sans enfant;Homme;1;0;6;60-69 ans;2018;1200;Trail / Supermotard;Profession libérale et artistique;True
Seul(e) avec enfants;Homme;2;0;5;40-49 ans;2015;1200;Routière / GT;Retraité;True
En couple avec enfant(s);Homme;1;1;92;40-49 ans;2005;600;Sportive;Cadre;True
En couple avec enfant(s);Homme;1;0;79;60-69 ans;2015;650;Scooter;Retraité;True
En couple sans enfant;Femme;1;0;34;70 et plus;2008;300;Sportive;Cadre;True
En couple avec enfant(s);Homme;1;2;32;30-39 ans;2007;1200;Routière / GT;Cadre;True
En couple avec enfant(s);Femme;1;0;31;60-69 ans;1986;850;Trail / Supermotard;Profession intermédiaire;True
En couple avec enfant(s);Homme;3;2;75;60-69 ans;2007;1200;Routière / GT;Retraité;True
En couple avec enfant(s);Homme;7;2;93;60-69 ans;2019;600;Routière / GT;Retraité;True
En couple sans enfant;Homme;1;0;67;30-39 ans;2012;1050;Roadster;Employé;True
En couple avec enfant(s);Homme;1;1;58;40-49 ans;2005;944;Roadster;Cadre;True
