Civilité du membre;Profession du membre;Secteur du 2RM;Statut de la qualification;Sociétaire;Situation familiale;Sexe du membre;Nombre de personnes dans le foyer;Nombre de 2rm conduits par le membre;Nombre d enfants à charge;Département d habitation en France;Age du membre;Tranche_âge;Année de mise en circulation du 2rm 1;Assurance du 2rm 1;Cylindrée du 2rm 1;Fréquence d utilisation du 2rm 1;Nombre de kilomètres parcourus par an avec 2rm 1;Marque du 2rm 1;Segment du 2rm 1;Stationnement du 2RM 1;Usage du 2rm 1;Budget 2-roues (hors carburant);Votre profession :;Votre catégorie socioprofessionnelle :;Aviez-vous l’intention de changer de 2-roues motorisé en 2020 ?
1;Directeur d établissement médi;Non;Mise à jour;Non;En couple avec enfant(s);Homme;5;1;3;47;52;50-59 ans;2001;MACIF;944;Quelques fois par semaine;4000;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Directeur d établissement médi;Chef d entreprise de 10 salariés ou plus;True
1;RESPONSABLE PRODUCTION;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;3;1;79;53;50-59 ans;2015;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;15000;MOTO GUZZI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;RESPONSABLE PRODUCTION;Cadre;False
1;Retraité;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;3;0;31;68;60-69 ans;1976;MUTUELLE DES MOTARDS;125;Quelques fois par an;500;SUZUKI;Roadster;Parking privé clos;Pour les loisirs;1500;Retraité;Retraité;False
1;Responsable de site automobile;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;38;51;50-59 ans;2013;MACIF;1200;Tous les jours;9000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Responsable de site automobile;Cadre;False
1;Technicien de maintenance;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;4;0;88;46;40-49 ans;1987;MUTUELLE DES MOTARDS;350;Quelques fois par semaine;500;HONDA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;50;Technicien de maintenance;Employé;False
1;Gérant de société;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;5;2;3;38;54;50-59 ans;2016;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;8000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;600;Gérant de société;Artisan, commerçant assimilé;False
1;Employé de banque;Non;Mise à jour;Non;Seul(e) avec enfants;Homme;3;1;2;77;53;50-59 ans;2014;MACIF;800;Tous les jours;14000;HONDA;Routière / GT;Garage collectif;Pour les trajets domicile travail;500;Employé de banque;Cadre;False
1;technicien;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;1;0;92;58;50-59 ans;2017;MACIF;125;Tous les jours;12000;YAMAHA;Routière / GT;Parking privé non clos;Pour les trajets domicile travail;600;technicien;Employé;True
1;Pompier militaire;Non;Qualification initiale;Oui;En couple sans enfant;Homme;2;4;0;37;32;30-39 ans;2007;MUTUELLE DES MOTARDS;999;Quelques fois par semaine;5000;DUCATI;Sportive;Garage individuel (ou box privatif);Pour les loisirs;2000;Mécanicien moto;Employé;False
1;Retraité;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;91;73;70 et plus;2010;MUTUELLE DES MOTARDS;900;Quelques fois par mois;1000;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les loisirs;100;Retraité;Retraité;False
1;Ingénieur développement inform;Non;Mise à jour;Non;Seul(e) sans enfant;Homme;1;1;0;13;27;Moins de 30 ans;2016;MUTUELLE DES MOTARDS;650;Quelques fois par semaine;12000;KAWASAKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1000;Ingénieur développement informatique;Cadre;False
1;Retraité;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;31;76;70 et plus;2018;MAIF;700;Quelques fois par mois;9000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;493;Retraité;Retraité;False
1;Agent ERDF GRDF;Non;?;Oui;En couple avec enfant(s);Homme;3;2;1;83;57;50-59 ans;2007;MUTUELLE DES MOTARDS;125;Tous les jours;12000;HONDA;Trail / Supermotard;?;Pour les trajets professionnels;?;Agent GRDF;Cadre;False
1;commercial;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;88;58;50-59 ans;2012;MAAF;1200;Quelques fois par mois;4000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;1000;commercial;Employé;False
1;Technicien informatique électr;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;2;1;83;64;60-69 ans;2009;MUTUELLE DES MOTARDS;125;Quelques fois par mois;2500;ARNGREN;Scooter;Garage individuel (ou box privatif);Pour les loisirs;300;Technicien informatique électr;Employé;False
1;technicien;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;5;1;3;73;52;50-59 ans;2015;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;15003;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;4000;technicien;Profession intermédiaire;True
1;chaudronnier;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;34;57;50-59 ans;2007;MAIF;600;Quelques fois par mois;3000;YAMAHA;Roadster;Parking privé non clos;Pour les loisirs;200;Professeur en lycée professionnel;Retraité;True
1;Auditeur interne;Non;Mise à jour;Oui;Seul(e) avec enfants;Homme;3;1;2;69;56;50-59 ans;2010;MUTUELLE DES MOTARDS;750;Quelques fois par mois;1500;MOTO GUZZI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Fiscaliste;Cadre;False
1;retraité;Non;Mise à jour;Non;En couple sans enfant;Homme;2;2;0;59;62;60-69 ans;1998;MACIF;900;Quelques fois par semaine;10000;YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;150;retraité;Retraité;False
1;Responsable comptable;Non;Qualification initiale;Oui;En couple avec enfant(s);Homme;4;1;2;92;47;40-49 ans;2016;MUTUELLE DES MOTARDS;1200;Tous les jours;10000;BMW;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Responsable comptable;Cadre;False
1;Gendarme motocycliste;Non;Mise à jour;Non;En couple avec enfant(s);Homme;4;1;2;69;47;40-49 ans;2010;AUTRE;1200;Quelques fois par semaine;5000;YAMAHA;Trail / Supermotard;Garage collectif;Pour les loisirs;500;Gendarme motocycliste;Employé;False
2;Technicien en communication;Non;Mise à jour;Oui;En couple avec enfant(s);Femme;4;2;2;63;42;40-49 ans;2005;MUTUELLE DES MOTARDS;600;Quelques fois par semaine;3000;HONDA;Roadster;Parking privé clos;Pour les trajets domicile travail;?;Planificateur de projets et gestionnaire de ressources;Cadre;False
1;Employé de commerce;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;1;1;31;35;30-39 ans;2007;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;9500;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Employé de commerce;Employé;False
1;taxi;Oui;?;Oui;En couple sans enfant;Homme;2;2;0;45;47;40-49 ans;1991;MUTUELLE DES MOTARDS;1100;Quelques fois par semaine;4000;Kawasaki;Routière / GT;?;Pour les trajets domicile travail;?;crepier;Artisan, commerçant assimilé;True
1;formateur;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;3;1;31;59;50-59 ans;1991;MACIF;1000;Quelques fois par semaine;8000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;800;formateur;Artisan, commerçant assimilé;False
1;TECHNICIEN VRD;Non;Mise à jour;Non;En couple avec enfant(s);Homme;4;1;2;21;50;50-59 ans;2003;MACIF;900;Quelques fois par semaine;7000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;RESPONSABLE BUREAU ETUDE;Cadre;False
1;Directeur travaux;Non;Qualification initiale;Oui;En couple sans enfant;Homme;2;2;0;95;39;30-39 ans;1998;MUTUELLE DES MOTARDS;600;Quelques fois par an;1000;YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;Directeur travaux;Cadre;True
1;Directeur qualité;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;2;0;38;59;50-59 ans;2005;MUTUELLE DES MOTARDS;650;Quelques fois par semaine;5000;BMW;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;400;Directeur qualité;Cadre;False
1;peintre;Non;Mise à jour;Non;Autre;Homme;5;2;0;7;60;60-69 ans;2007;MACIF;1000;Quelques fois par mois;3000;HONDA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;peintre;Ouvrier;False
1;retraite;Non;Qualification initiale;Oui;En couple sans enfant;Homme;2;2;0;59;66;60-69 ans;2004;MUTUELLE DES MOTARDS;1100;Quelques fois par semaine;8000;BMW;Routière / GT;Parking privé clos;Pour les loisirs;51;retraite;Retraité;False
1;Fondeur;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;5;1;68;52;50-59 ans;1982;GAN;1000;Quelques fois par semaine;5000;BMW;Roadster;Garage individuel (ou box privatif);Pour les loisirs;500;Fondeur;Ouvrier;False
1;Informaticien;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;2;1;60;45;40-49 ans;2011;FMA;1200;Quelques fois par mois;4000;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;250;Informaticien;Cadre;False
1;postier;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;2;1;54;53;50-59 ans;2001;MACIF;1100;Tous les jours;15000;HONDA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;postier;Profession intermédiaire;False
1;responsable fabrication;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;1;1;21;49;40-49 ans;2018;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;3500;KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;responsable qualité-sécurité-environnement;Cadre;False
1;consultant rh;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;3;1;75;62;60-69 ans;2013;MACIF;990;Quelques fois par mois;18000;KTM;Trail / Supermotard;Garage collectif;Pour les loisirs;3000;Directeur général;Chef d entreprise de 10 salariés ou plus;False
1;agent technique;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;59;63;60-69 ans;2002;MATMUT;900;Quelques fois par semaine;10000;YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;400;agent technique;Retraité;False
1;informaticien;Non;Qualification initiale;Non;En couple sans enfant;Homme;2;5;0;91;52;50-59 ans;1992;MACIF;1100;Tous les jours;12000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;informaticien;Cadre;False
1;retraité;Non;Qualification initiale;Oui;En couple avec enfant(s);Homme;3;1;1;77;70;70 et plus;1992;MUTUELLE DES MOTARDS;750;Quelques fois par semaine;8000;BMW;Routière / GT;Garage collectif;Pour les loisirs;300;retraité;Retraité;False
1;agent d entretien;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;3;1;68;59;50-59 ans;2002;MAAF;600;Quelques fois par semaine;8000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;agent d entretien;Employé;False
1;CHARGE D AFFAIRES;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;5;3;3;29;58;50-59 ans;2000;MUTUELLE DES MOTARDS;900;Tous les jours;10000;DUCATI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;1000;CHARGE D AFFAIRES;Employé;False
1;Informaticien;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;1;2;83;56;50-59 ans;2011;AMV (ASSURANCE MOTO VERTE);1050;Quelques fois par semaine;6000;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Informaticien;Cadre;True
1;policier;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;5;1;3;29;55;50-59 ans;2004;MUTUELLE DES MOTARDS;1200;Tous les jours;8000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;300;policier;Cadre;False
1;Infirmier Anesthésiste;Non;Mise à jour;Oui;Autre;Homme;4;1;1;30;51;50-59 ans;1994;MUTUELLE DES MOTARDS;900;Tous les jours;8000;HONDA;Sportive;Garage individuel (ou box privatif);Pour les trajets domicile travail;1000;Infirmier Anesthésiste;Profession intermédiaire;False
1;Ingénieur conseil;Non;Mise à jour;Non;Seul(e) sans enfant;Homme;1;1;0;33;57;50-59 ans;2013;AMV (ASSURANCE MOTO VERTE);1300;Tous les jours;15000;YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les trajets professionnels;?;ingénieur conseil;Cadre;False
1;Retraité;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;2;0;17;61;60-69 ans;2013;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;3500;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;3500;Retraité;Retraité;False
1;Consultant en SI;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;75;38;30-39 ans;2002;MUTUELLE DES MOTARDS;1150;Quelques fois par semaine;20000;BMW;Trail / Supermotard;Parking privé clos;Pour les loisirs;500;Consultant en SI;Cadre;False
1;Informaticien;Non;Mise à jour;Non;Seul(e) avec enfants;Homme;3;1;2;97;46;40-49 ans;2009;AUTRE;1000;Quelques fois par mois;2000;DUCATI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;300;Informaticien;Employé;False
1;Fonctionnaire;Non;Qualification initiale;Non;Seul(e) avec enfants;Homme;2;1;1;91;36;30-39 ans;2017;AMV (ASSURANCE MOTO VERTE);650;Tous les jours;10000;SUZUKI;Roadster;Garage collectif;Pour les trajets domicile travail;?;Fonctionnaire;Profession intermédiaire;False
1;Retraité;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;92;76;70 et plus;2010;MUTUELLE DES MOTARDS;300;Quelques fois par semaine;4000;PIAGGIO;Scooter;Garage individuel (ou box privatif);Pour les loisirs;?;Retraité;Retraité;False
1;technicien courant faible;Non;Mise à jour;Non;Seul(e) sans enfant;Homme;1;4;0;73;68;60-69 ans;2002;MACIF;1150;Quelques fois par semaine;3000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;technicien courant faible;Retraité;False
1;Responsable clientele;Non;Qualification initiale;Non;En couple sans enfant;Homme;2;1;0;75;27;Moins de 30 ans;2019;AMV (ASSURANCE MOTO VERTE);765;Quelques fois par semaine;3000;TRIUMPH;Roadster;Parking privé clos;Pour les loisirs;?;Responsable clientele;Profession intermédiaire;False
1;Technicien d exploitation;Non;Mise à jour;Non;En couple avec enfant(s);Homme;4;2;2;38;53;50-59 ans;1999;MACIF;650;Quelques fois par an;500;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;100;Technicien d exploitation;Profession intermédiaire;False
1;informaticien;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;1;2;77;58;50-59 ans;1995;MUTUELLE DES MOTARDS;1000;Quelques fois par mois;4000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;en recherche;En recherche d emploi;False
1;Technicien;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;4;3;2;91;61;60-69 ans;1989;AUTRE;1400;Quelques fois par mois;3000;SUZUKI;Custom;Garage individuel (ou box privatif);Pour les loisirs;500;Technicien;Retraité;False
1;Chef d Entreprise;Oui;Qualification initiale;Non;En couple avec enfant(s);Homme;4;1;2;92;43;40-49 ans;2019;AMF;400;Tous les jours;14000;KAWASAKI;Sportive;Parking privé clos;Pour les trajets domicile travail;?;Chef d Entreprise;Cadre;False
1;Développeur en energie renouve;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;31;60;60-69 ans;2009;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;15000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;Coordinateur réseau agents marins;Cadre;False
1;conducteur de ligne automatisé;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;1;0;56;46;40-49 ans;1992;MUTUELLE DES MOTARDS;600;Quelques fois par semaine;5000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;agent de maitrise;Ouvrier;False
1;gestionnaire paie;Non;Mise à jour;Non;Seul(e) avec enfants;Homme;2;1;1;77;52;50-59 ans;2001;AXA;800;Quelques fois par mois;3000;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;200;gestionnaire paie;Profession intermédiaire;False
1;surveillant chantier;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;5;3;3;69;38;30-39 ans;2004;MUTUELLE DES MOTARDS;650;Tous les jours;6000;SUZUKI;Trail / Supermotard;Parking privé clos;Pour les trajets domicile travail;1500;surveillant chantier;Employé;False
1;COMMERCIAL;Non;Qualification initiale;Non;Seul(e) avec enfants;Homme;3;1;2;31;44;40-49 ans;2017;APRIL MOTO (AMT);939;Quelques fois par mois;5000;DUCATI;Trail / Supermotard;Parking privé clos;Pour les loisirs;1000;COMMERCIAL;Cadre;False
1;cadre SNCF;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;34;66;60-69 ans;2010;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;5000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;800;cadre SNCF;Retraité;False
1;EXPERT AUTOMOBILES;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;9;1;76;63;60-69 ans;2011;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;9500;BMW;Routière / GT;Parking privé clos;Pour les loisirs;1000;EXPERT AUTOMOBILES;Cadre;False
1;sans;Non;Qualification initiale;Non;En couple sans enfant;Homme;2;2;0;16;71;70 et plus;2007;AXA;125;Quelques fois par mois;1200;KAWASAKI;Custom;Garage individuel (ou box privatif);Pour les loisirs;99994;sans;Retraité;False
1;DIRECTEUR D HOPITAL RETRAITE;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;7;70;70 et plus;2008;MUTUELLE DES MOTARDS;125;Quelques fois par semaine;8000;HONDA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;?;DIRECTEUR D HOPITAL RETRAITE;Retraité;False
1;Créateur d entreprise;Non;Mise à jour;Non;En couple avec enfant(s);Homme;4;2;2;45;61;60-69 ans;1997;AMV (ASSURANCE MOTO VERTE);600;Tous les jours;5000;YAMAHA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;0;Chargé de développement;Cadre;False
1;Electronicien;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;31;59;50-59 ans;2001;MAIF;850;Tous les jours;16000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;400;Electronicien;Cadre;False
1;Agent de production;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;1;1;38;55;50-59 ans;2003;ALLIANZ;1150;Quelques fois par semaine;5500;BMW;Roadster;Garage individuel (ou box privatif);Pour les loisirs;300;Agent de production;Employé;False
2;Maître-verrier;Non;Mise à jour;Oui;Seul(e) sans enfant;Femme;1;2;0;93;55;50-59 ans;2006;MUTUELLE DES MOTARDS;250;Quelques fois par mois;1000;YAMAHA;Trail / Supermotard;Parking privé clos;Pour les trajets professionnels;150;Maître-verrier;Profession libérale et artistique;False
1;Inspecteur des impôt;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;2;0;34;56;50-59 ans;2014;MUTUELLE DES MOTARDS;1050;Quelques fois par semaine;12000;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Inspecteur des impôt;Cadre;False
1;Inspecteur principal des finan;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;2;2;34;60;60-69 ans;2016;MUTUELLE DES MOTARDS;1200;Tous les jours;5000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;1000;cadre sup  finances publiques;Cadre;False
1;retraité;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;82;72;70 et plus;2015;MACIF;1300;Quelques fois par semaine;40000;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;retraité;Retraité;True
1;AGENT ERDF;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;5;0;77;64;60-69 ans;1989;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;4000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;2000;retraité;Retraité;False
1;Technicien;Oui;Mise à jour;Oui;Seul(e) avec enfants;Homme;2;2;1;95;55;50-59 ans;2015;MUTUELLE DES MOTARDS;1400;Quelques fois par semaine;10000;KAWASAKI;Routière / GT;Parking privé clos;Pour les trajets domicile travail;1500;Technicien;Cadre;False
1;Infirmier;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;81;42;40-49 ans;2006;MUTUELLE DES MOTARDS;1200;Tous les jours;10000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;1000;Infirmier;Employé;True
1;PROJETEUR;Non;Mise à jour;Non;En couple avec enfant(s);Homme;4;1;2;57;62;60-69 ans;2018;MACIF;700;Quelques fois par mois;3500;YAMAHA;Roadster;Parking privé clos;Pour les loisirs;?;RETRAITE / AUTO-ENTREPRENEUR;Retraité;False
1;Technicien maintenance informa;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;75;32;30-39 ans;2018;MUTUELLE DES MOTARDS;765;Quelques fois par semaine;15000;TRIUMPH;Roadster;Parking privé non clos;Pour les loisirs;500;Technicien maintenance informatique;Employé;False
1;retraité;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;2;0;20;64;60-69 ans;2016;MUTUELLE DES MOTARDS;1400;Tous les jours;10000;KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;1000;retraité;Retraité;False
1;ingenieur;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;4;0;95;65;60-69 ans;2013;MUTUELLE DES MOTARDS;1300;Quelques fois par semaine;10000;YAMAHA;Routière / GT;Parking privé clos;Pour les loisirs;1500;ingenieur;Retraité;False
